[rosmaster.main][INFO] 2021-05-09 10:49:46,477: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2021-05-09 10:49:46,477: Starting ROS Master Node
[rosmaster.master][INFO] 2021-05-09 10:58:22,741: +PARAM [/wam_v/ship_controller/izz] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,741: +PARAM [/wam_v/right_driving_force_controller/type] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,741: +PARAM [/wam_v/left_driving_force_controller/max_rotational_speed] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,741: +PARAM [/wam_v/ship_controller/mass] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/ship_controller/motor_distance] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/left_driving_force_controller/driving_force_command_topic] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/right_motor_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/left_driving_force_controller/characteristic_curve_file_name] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/ship_controller/linear/pid/p] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/right_motor_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/left_driving_force_controller/twist_topic] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/ship_controller/linear/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/robot_pose_ekf/vo_used] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/ship_controller/type] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/right_motor_controller/type] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/water_surface_height] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/wam_v/joint_state_controller/type] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,742: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,743: +PARAM [/wam_v/ship_controller/right_motor_joint] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,743: +PARAM [/robot_description] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,743: +PARAM [/wam_v/left_driving_force_controller/propeller/k2] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,743: +PARAM [/wam_v/right_driving_force_controller/min_rotational_speed] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,743: +PARAM [/wam_v/left_driving_force_controller/propeller/k0] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,743: +PARAM [/wam_v/left_driving_force_controller/min_rotational_speed] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,743: +PARAM [/wam_v/right_driving_force_controller/driving_force_command_topic] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,743: +PARAM [/object_recognition_node/target_objects/buoy/marker_filename] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,743: +PARAM [/wam_v/left_driving_force_controller/gradient_descent/alpha] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,743: +PARAM [/wam_v/left_motor_controller/pid/p] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,744: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,744: +PARAM [/wam_v/left_motor_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,745: +PARAM [/wam_v/ship_controller/linear/min_velocity] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,745: +PARAM [/wam_v/left_motor_controller/pid/i] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,745: +PARAM [/wam_v/left_motor_controller/type] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/robot_pose_ekf/output_frame] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/wam_v/left_motor_controller/pid/d] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/wam_v/ship_controller/linear/pid/d] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/wam_v/right_driving_force_controller/gradient_descent/alpha] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/wam_v/ship_controller/linear/pid/i] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/wam_v/left_driving_force_controller/type] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/geographic_map_server_node/osm_filepath] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/utm_odometry_node/child_frame_id] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/wam_v/ship_controller/twist_topic] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/robot_pose_ekf/debug] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/robot_pose_ekf/self_diagnose] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/wam_v/right_driving_force_controller/propeller/k1] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/wam_v/right_driving_force_controller/propeller/k0] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,746: +PARAM [/wam_v/right_driving_force_controller/propeller/k2] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,747: +PARAM [/wam_v/right_driving_force_controller/characteristic_curve_file_name] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,747: +PARAM [/wam_v/right_driving_force_controller/gradient_descent/tolerance] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,747: +PARAM [/wam_v/right_driving_force_controller/twist_topic] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,747: +PARAM [/wam_v/right_motor_controller/joint] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,747: +PARAM [/robot_pose_ekf/freq] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:22,747: +PARAM [/wam_v/joint_state_controller/publish_rate] by /roslaunch
[rosmaster.master][INFO] 2021-05-09 10:58:23,047: +PUB [/rosout] /wam_v/robot_state_publisher http://shang:34823/
[rosmaster.master][INFO] 2021-05-09 10:58:23,056: +SERVICE [/wam_v/robot_state_publisher/get_loggers] /wam_v/robot_state_publisher http://shang:34823/
[rosmaster.master][INFO] 2021-05-09 10:58:23,061: +SERVICE [/wam_v/robot_state_publisher/set_logger_level] /wam_v/robot_state_publisher http://shang:34823/
[rosmaster.master][INFO] 2021-05-09 10:58:23,076: +SUB [/clock] /wam_v/robot_state_publisher http://shang:34823/
[rosmaster.master][INFO] 2021-05-09 10:58:23,091: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/']
[rosmaster.master][INFO] 2021-05-09 10:58:23,092: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:23,093: +PUB [/tf] /wam_v/robot_state_publisher http://shang:34823/
[rosmaster.master][INFO] 2021-05-09 10:58:23,096: +PUB [/tf_static] /wam_v/robot_state_publisher http://shang:34823/
[rosmaster.master][INFO] 2021-05-09 10:58:23,132: +PUB [/rosout] /utm_odometry_node http://shang:43069/
[rosmaster.master][INFO] 2021-05-09 10:58:23,140: +SERVICE [/utm_odometry_node/get_loggers] /utm_odometry_node http://shang:43069/
[rosmaster.master][INFO] 2021-05-09 10:58:23,142: +SUB [/wam_v/joint_states] /wam_v/robot_state_publisher http://shang:34823/
[rosmaster.master][INFO] 2021-05-09 10:58:23,146: +PUB [/rosout] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,152: +SERVICE [/utm_odometry_node/set_logger_level] /utm_odometry_node http://shang:43069/
[rosmaster.master][INFO] 2021-05-09 10:58:23,182: +SERVICE [/robot_pose_ekf/get_loggers] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,186: +PUB [/rosout] /geographic_map_server_node http://shang:38881/
[rosmaster.master][INFO] 2021-05-09 10:58:23,188: +SERVICE [/robot_pose_ekf/set_logger_level] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,192: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/']
[rosmaster.master][INFO] 2021-05-09 10:58:23,194: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:23,194: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/']
[rosmaster.master][INFO] 2021-05-09 10:58:23,195: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:23,195: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/']
[rosmaster.master][INFO] 2021-05-09 10:58:23,196: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:23,212: +SERVICE [/geographic_map_server_node/get_loggers] /geographic_map_server_node http://shang:38881/
[rosmaster.master][INFO] 2021-05-09 10:58:23,229: +SERVICE [/geographic_map_server_node/set_logger_level] /geographic_map_server_node http://shang:38881/
[rosmaster.master][INFO] 2021-05-09 10:58:23,281: +SUB [/clock] /utm_odometry_node http://shang:43069/
[rosmaster.master][INFO] 2021-05-09 10:58:23,292: +SUB [/clock] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,297: +SUB [/clock] /geographic_map_server_node http://shang:38881/
[rosmaster.master][INFO] 2021-05-09 10:58:23,313: +PUB [/gps_odom] /utm_odometry_node http://shang:43069/
[rosmaster.master][INFO] 2021-05-09 10:58:23,316: +SUB [/tf] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,338: +SUB [/fix] /utm_odometry_node http://shang:43069/
[rosmaster.master][INFO] 2021-05-09 10:58:23,340: +SUB [/tf_static] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,344: +PUB [/tf] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,393: +PUB [/robot_pose_ekf/odom_combined] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,396: publisherUpdate[/gps_odom] -> http://shang:34423/ ['http://shang:43069/']
[rosmaster.master][INFO] 2021-05-09 10:58:23,402: publisherUpdate[/tf] -> http://shang:41669/ ['http://shang:34823/', 'http://shang:41669/']
[rosmaster.master][INFO] 2021-05-09 10:58:23,421: publisherUpdate[/gps_odom] -> http://shang:34423/ ['http://shang:43069/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:23,424: publisherUpdate[/tf] -> http://shang:41669/ ['http://shang:34823/', 'http://shang:41669/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:23,437: +SUB [/imu] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,449: +SUB [/gps_odom] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,463: +PUB [/rosout] /object_recognition_node http://shang:43043/
[rosmaster.master][INFO] 2021-05-09 10:58:23,464: +SERVICE [/robot_pose_ekf/get_status] /robot_pose_ekf http://shang:41669/
[rosmaster.master][INFO] 2021-05-09 10:58:23,465: +SERVICE [/object_recognition_node/get_loggers] /object_recognition_node http://shang:43043/
[rosmaster.master][INFO] 2021-05-09 10:58:23,466: +SERVICE [/object_recognition_node/set_logger_level] /object_recognition_node http://shang:43043/
[rosmaster.master][INFO] 2021-05-09 10:58:23,497: +SUB [/clock] /object_recognition_node http://shang:43043/
[rosmaster.master][INFO] 2021-05-09 10:58:23,502: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/']
[rosmaster.master][INFO] 2021-05-09 10:58:23,503: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:23,542: +SUB [/fix_velocity] /geographic_map_server_node http://shang:38881/
[rosmaster.master][INFO] 2021-05-09 10:58:23,551: +SUB [/fix] /geographic_map_server_node http://shang:38881/
[rosmaster.master][INFO] 2021-05-09 10:58:23,699: +PUB [/rosout] /rviz http://shang:39565/
[rosmaster.master][INFO] 2021-05-09 10:58:23,702: +SERVICE [/rviz/get_loggers] /rviz http://shang:39565/
[rosmaster.master][INFO] 2021-05-09 10:58:23,703: +SERVICE [/rviz/set_logger_level] /rviz http://shang:39565/
[rosmaster.master][INFO] 2021-05-09 10:58:23,707: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/']
[rosmaster.master][INFO] 2021-05-09 10:58:23,709: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:23,720: +SUB [/clock] /rviz http://shang:39565/
[rosmaster.master][INFO] 2021-05-09 10:58:23,887: +PUB [/rosout] /kml_plotter_node http://shang:42515/
[rosmaster.master][INFO] 2021-05-09 10:58:23,890: +SERVICE [/cmd_pub_left/get_loggers] /cmd_pub_left http://shang:42705/
[rosmaster.master][INFO] 2021-05-09 10:58:23,892: +SERVICE [/cmd_pub_left/set_logger_level] /cmd_pub_left http://shang:42705/
[rosmaster.master][INFO] 2021-05-09 10:58:23,893: +PUB [/wam_v/ship_controller/left_driving_force] /cmd_pub_left http://shang:42705/
[rosmaster.master][INFO] 2021-05-09 10:58:23,900: +SUB [/clock] /kml_plotter_node http://shang:42515/
[rosmaster.master][INFO] 2021-05-09 10:58:23,906: +SERVICE [/kml_plotter_node/get_loggers] /kml_plotter_node http://shang:42515/
[rosmaster.master][INFO] 2021-05-09 10:58:23,909: +SERVICE [/kml_plotter_node/set_logger_level] /kml_plotter_node http://shang:42515/
[rosmaster.master][INFO] 2021-05-09 10:58:23,909: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/']
[rosmaster.master][INFO] 2021-05-09 10:58:23,912: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:23,945: +PUB [/object_recognition_node/detected_objects] /object_recognition_node http://shang:43043/
[rosmaster.master][INFO] 2021-05-09 10:58:23,946: +PUB [/object_recognition_node/detected_objects/marker] /object_recognition_node http://shang:43043/
[rosmaster.master][INFO] 2021-05-09 10:58:23,951: +SUB [/velodyne_points] /object_recognition_node http://shang:43043/
[rosmaster.master][INFO] 2021-05-09 10:58:24,013: +PUB [/rosout] /wam_v/controller_spawner http://shang:45099/
[rosmaster.master][INFO] 2021-05-09 10:58:24,018: +SUB [/clock] /wam_v/controller_spawner http://shang:45099/
[rosmaster.master][INFO] 2021-05-09 10:58:24,020: +SERVICE [/wam_v/controller_spawner/get_loggers] /wam_v/controller_spawner http://shang:45099/
[rosmaster.master][INFO] 2021-05-09 10:58:24,022: +SERVICE [/wam_v/controller_spawner/set_logger_level] /wam_v/controller_spawner http://shang:45099/
[rosmaster.master][INFO] 2021-05-09 10:58:24,022: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/']
[rosmaster.master][INFO] 2021-05-09 10:58:24,025: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:43991/', 'http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:24,154: +SERVICE [/cmd_pub_right/get_loggers] /cmd_pub_right http://shang:45481/
[rosmaster.master][INFO] 2021-05-09 10:58:24,155: +SERVICE [/cmd_pub_right/set_logger_level] /cmd_pub_right http://shang:45481/
[rosmaster.master][INFO] 2021-05-09 10:58:24,159: +PUB [/wam_v/ship_controller/right_driving_force] /cmd_pub_right http://shang:45481/
[rosmaster.master][INFO] 2021-05-09 10:58:24,200: +SUB [/fix] /kml_plotter_node http://shang:42515/
[rosmaster.master][INFO] 2021-05-09 10:58:24,226: +PUB [/rosout] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,227: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/', 'http://shang:36863/']
[rosmaster.master][INFO] 2021-05-09 10:58:24,228: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/', 'http://shang:36863/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:24,229: +SERVICE [/gazebo/get_loggers] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,230: +SERVICE [/gazebo/set_logger_level] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,248: +SUB [/clock] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,277: +SUB [/tf] /rviz http://shang:39565/
[rosmaster.master][INFO] 2021-05-09 10:58:24,286: +SUB [/tf_static] /rviz http://shang:39565/
[rosmaster.master][INFO] 2021-05-09 10:58:24,312: +PUB [/rosout] /gazebo_gui http://shang:41191/
[rosmaster.master][INFO] 2021-05-09 10:58:24,312: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/', 'http://shang:36863/', 'http://shang:41191/']
[rosmaster.master][INFO] 2021-05-09 10:58:24,313: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/', 'http://shang:36863/', 'http://shang:41191/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:24,318: +SERVICE [/gazebo_gui/get_loggers] /gazebo_gui http://shang:41191/
[rosmaster.master][INFO] 2021-05-09 10:58:24,322: +SERVICE [/gazebo_gui/set_logger_level] /gazebo_gui http://shang:41191/
[rosmaster.master][INFO] 2021-05-09 10:58:24,352: +SUB [/clock] /gazebo_gui http://shang:41191/
[rosmaster.master][INFO] 2021-05-09 10:58:24,367: +PUB [/rosout] /plot_characteristic_curve_node http://shang:34385/
[rosmaster.master][INFO] 2021-05-09 10:58:24,372: +SUB [/clock] /plot_characteristic_curve_node http://shang:34385/
[rosmaster.master][INFO] 2021-05-09 10:58:24,377: +SERVICE [/plot_characteristic_curve_node/get_loggers] /plot_characteristic_curve_node http://shang:34385/
[rosmaster.master][INFO] 2021-05-09 10:58:24,379: +SERVICE [/plot_characteristic_curve_node/set_logger_level] /plot_characteristic_curve_node http://shang:34385/
[rosmaster.master][INFO] 2021-05-09 10:58:24,388: +PUB [/initialpose] /rviz http://shang:39565/
[rosmaster.master][INFO] 2021-05-09 10:58:24,400: +PUB [/goal] /rviz http://shang:39565/
[rosmaster.master][INFO] 2021-05-09 10:58:24,414: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/', 'http://shang:36863/', 'http://shang:41191/', 'http://shang:34385/']
[rosmaster.master][INFO] 2021-05-09 10:58:24,420: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/', 'http://shang:36863/', 'http://shang:41191/', 'http://shang:34385/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:24,577: +PUB [/rosout] /red_buoy_01/buoy_spawner_red_01 http://shang:45253/
[rosmaster.master][INFO] 2021-05-09 10:58:24,593: +SUB [/clock] /red_buoy_01/buoy_spawner_red_01 http://shang:45253/
[rosmaster.master][INFO] 2021-05-09 10:58:24,598: +SERVICE [/plot_characteristic_curve] /plot_characteristic_curve_node http://shang:34385/
[rosmaster.master][INFO] 2021-05-09 10:58:24,599: +SERVICE [/red_buoy_01/buoy_spawner_red_01/get_loggers] /red_buoy_01/buoy_spawner_red_01 http://shang:45253/
[rosmaster.master][INFO] 2021-05-09 10:58:24,603: +SERVICE [/red_buoy_01/buoy_spawner_red_01/set_logger_level] /red_buoy_01/buoy_spawner_red_01 http://shang:45253/
[rosmaster.master][INFO] 2021-05-09 10:58:24,608: +PUB [/rosout] /urdf_spawner http://shang:34711/
[rosmaster.master][INFO] 2021-05-09 10:58:24,613: +SUB [/clock] /urdf_spawner http://shang:34711/
[rosmaster.master][INFO] 2021-05-09 10:58:24,620: +SERVICE [/urdf_spawner/get_loggers] /urdf_spawner http://shang:34711/
[rosmaster.master][INFO] 2021-05-09 10:58:24,620: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/', 'http://shang:36863/', 'http://shang:41191/', 'http://shang:34385/', 'http://shang:45253/']
[rosmaster.master][INFO] 2021-05-09 10:58:24,621: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/', 'http://shang:36863/', 'http://shang:41191/', 'http://shang:34385/', 'http://shang:45253/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:24,622: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/', 'http://shang:36863/', 'http://shang:41191/', 'http://shang:34385/', 'http://shang:45253/', 'http://shang:34711/']
[rosmaster.master][INFO] 2021-05-09 10:58:24,624: publisherUpdate[/rosout] -> http://shang:40781/ ['http://shang:34423/', 'http://shang:34823/', 'http://shang:43069/', 'http://shang:41669/', 'http://shang:38881/', 'http://shang:43043/', 'http://shang:39565/', 'http://shang:42515/', 'http://shang:45099/', 'http://shang:36863/', 'http://shang:41191/', 'http://shang:34385/', 'http://shang:45253/', 'http://shang:34711/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2021-05-09 10:58:24,626: +SERVICE [/urdf_spawner/set_logger_level] /urdf_spawner http://shang:34711/
[rosmaster.master][INFO] 2021-05-09 10:58:24,792: +PUB [/clock] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,795: +SERVICE [/gazebo/spawn_sdf_model] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,797: +SERVICE [/gazebo/spawn_urdf_model] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,799: +SERVICE [/gazebo/delete_model] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,801: +SERVICE [/gazebo/delete_light] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,802: +SERVICE [/gazebo/get_model_properties] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,802: +SERVICE [/gazebo/get_model_state] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,803: +SERVICE [/gazebo/get_world_properties] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,804: +SERVICE [/gazebo/get_joint_properties] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,805: +SERVICE [/gazebo/get_link_properties] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,806: +SERVICE [/gazebo/get_link_state] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,807: +SERVICE [/gazebo/get_light_properties] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,808: +SERVICE [/gazebo/set_light_properties] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,809: +SERVICE [/gazebo/get_physics_properties] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,810: +PUB [/gazebo/link_states] /gazebo http://shang:36863/
[rosmaster.master][INFO] 2021-05-09 10:58:24,810: +PUB [/gazebo/model_states] /gazebo http://shang:36863/
